Entrez ID,Phenotype
51497,['Viral life cycle - HIV-1']
51503,['Spliceosome']
51510,"['Endocytosis', 'Necroptosis']"
51512,['p53 signaling pathway']
51513,['Transcriptional misregulation in cancer']
51520,['Aminoacyl-tRNA biosynthesis']
51529,"['Cell cycle', 'Oocyte meiosis', 'Ubiquitin mediated proteolysis', 'Progesterone-mediated oocyte maturation', 'Human T-cell leukemia virus 1 infection']"
51534,['Endocytosis']
51540,"['Selenocompound metabolism', 'Metabolic pathways']"
51547,"['Nicotinate and nicotinamide metabolism', 'Metabolic pathways']"
51548,"['Nicotinate and nicotinamide metabolism', 'Metabolic pathways', 'Thermogenesis', 'Central carbon metabolism in cancer']"
51552,"['Efferocytosis', 'AMPK signaling pathway']"
51554,"['Cytokine-cytokine receptor interaction', 'Viral protein interaction with cytokine and cytokine receptor']"
51555,['Peroxisome']
51561,"['Cytokine-cytokine receptor interaction', 'C-type lectin receptor signaling pathway', 'JAK-STAT signaling pathway', 'Th17 cell differentiation', 'Pertussis', 'Tuberculosis', 'Pathways in cancer', 'Inflammatory bowel disease', 'Rheumatoid arthritis']"
51564,"['Neutrophil extracellular trap formation', 'Alcoholism', 'Viral carcinogenesis']"
51585,['mRNA surveillance pathway']
51588,"['NF-kappa B signaling pathway', 'Ubiquitin mediated proteolysis', 'JAK-STAT signaling pathway', 'Fluid shear stress and atherosclerosis']"
51601,"['Lipoic acid metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
51602,['Ribosome biogenesis in eukaryotes']
51604,"['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'Metabolic pathways']"
51606,"['Oxidative phosphorylation', 'Metabolic pathways', 'Lysosome', 'Phagosome', 'mTOR signaling pathway', 'Synaptic vesicle cycle', 'Vibrio cholerae infection', 'Epithelial cell signaling in Helicobacter pylori infection', 'Tuberculosis', 'Human papillomavirus infection', 'Rheumatoid arthritis']"
51608,['Protein export']
51616,['Basal transcription factors']
51619,"['Polycomb repressive complex', 'Ubiquitin mediated proteolysis', 'Protein processing in endoplasmic reticulum', 'Shigellosis']"
51622,['Mitophagy - animal']
51626,"['Motor proteins', 'Vasopressin-regulated water reabsorption', 'Salmonella infection']"
51639,['Spliceosome']
51645,['Spliceosome']
51652,"['Endocytosis', 'Necroptosis']"
51655,"['Circadian entrainment', 'Cushing syndrome']"
51660,['Diabetic cardiomyopathy']
51684,"['Hedgehog signaling pathway', 'Pathways in cancer', 'Basal cell carcinoma']"
51690,"['RNA degradation', 'Spliceosome']"
51691,"['RNA degradation', 'Spliceosome']"
51692,['mRNA surveillance pathway']
51699,['Endocytosis']
51700,['Amino sugar and nucleotide sugar metabolism']
51701,"['MAPK signaling pathway', 'FoxO signaling pathway', 'Wnt signaling pathway', 'Adherens junction']"
51703,"['Fatty acid biosynthesis', 'Fatty acid degradation', 'Metabolic pathways', 'Fatty acid metabolism', 'PPAR signaling pathway', 'Peroxisome', 'Ferroptosis', 'Thermogenesis', 'Adipocytokine signaling pathway']"
51706,['Amino sugar and nucleotide sugar metabolism']
51710,['Herpes simplex virus 1 infection']
51719,"['mTOR signaling pathway', 'AMPK signaling pathway']"
51720,['Homologous recombination']
51726,['Protein processing in endoplasmic reticulum']
51727,"['Pyrimidine metabolism', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Nucleotide metabolism', 'Biosynthesis of cofactors']"
51728,"['RNA polymerase', 'Cytosolic DNA-sensing pathway']"
51729,['Spliceosome']
51733,"['Pyrimidine metabolism', 'beta-Alanine metabolism', 'Pantothenate and CoA biosynthesis', 'Drug metabolism - other enzymes', 'Metabolic pathways']"
51735,"['Rap1 signaling pathway', 'Tight junction']"
51738,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Growth hormone synthesis, secretion and action']"
51744,['Natural killer cell mediated cytotoxicity']
51761,['Efferocytosis']
51762,['Tight junction']
51763,"['Inositol phosphate metabolism', 'Metabolic pathways']"
51764,"['Ras signaling pathway', 'Chemokine signaling pathway', 'PI3K-Akt signaling pathway', 'Apelin signaling pathway', 'Circadian entrainment', 'Retrograde endocannabinoid signaling', 'Glutamatergic synapse', 'Cholinergic synapse', 'Serotonergic synapse', 'GABAergic synapse', 'Dopaminergic synapse', 'Olfactory transduction', 'Taste transduction', 'Relaxin signaling pathway', 'Morphine addiction', 'Alcoholism', 'Human cytomegalovirus infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer']"
51773,['ATP-dependent chromatin remodeling']
51776,['MAPK signaling pathway']
51780,['Thermogenesis']
51802,['Inflammatory mediator regulation of TRP channels']
51804,['Transcriptional misregulation in cancer']
51805,"['Ubiquinone and other terpenoid-quinone biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors']"
51806,"['Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'cGMP-PKG signaling pathway', 'cAMP signaling pathway', 'Phosphatidylinositol signaling system', 'Oocyte meiosis', 'Cellular senescence', 'Adrenergic signaling in cardiomyocytes', 'Vascular smooth muscle contraction', 'Apelin signaling pathway', 'C-type lectin receptor signaling pathway', 'Circadian entrainment', 'Long-term potentiation', 'Neurotrophin signaling pathway', 'Dopaminergic synapse', 'Olfactory transduction', 'Phototransduction', 'Inflammatory mediator regulation of TRP channels', 'Insulin signaling pathway', 'GnRH signaling pathway', 'Estrogen signaling pathway', 'Melanogenesis', 'Oxytocin signaling pathway', 'Glucagon signaling pathway', 'Renin secretion', 'Aldosterone synthesis and secretion', 'Salivary secretion', 'Gastric acid secretion', 'Alzheimer disease', 'Parkinson disease', 'Pathways of neurodegeneration - multiple diseases', 'Amphetamine addiction', 'Alcoholism', 'Pertussis', 'Tuberculosis', 'Human cytomegalovirus infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Glioma', 'Lipid and atherosclerosis', 'Fluid shear stress and atherosclerosis']"
51807,"['Phagosome', 'Apoptosis', 'Tight junction', 'Gap junction', 'Motor proteins', 'Alzheimer disease', 'Parkinson disease', 'Amyotrophic lateral sclerosis', 'Huntington disease', 'Prion disease', 'Pathways of neurodegeneration - multiple diseases', 'Pathogenic Escherichia coli infection', 'Salmonella infection']"
51808,['Nucleocytoplasmic transport']
51809,"['Mucin type O-glycan biosynthesis', 'Other types of O-glycan biosynthesis', 'Metabolic pathways']"
51816,"['Purine metabolism', 'Metabolic pathways', 'Nucleotide metabolism']"
53342,"['Cytokine-cytokine receptor interaction', 'C-type lectin receptor signaling pathway', 'IL-17 signaling pathway']"
53343,"['Purine metabolism', 'Metabolic pathways']"
53349,"['Autophagy - animal', 'Pathways of neurodegeneration - multiple diseases']"
53354,"['Pantothenate and CoA biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors']"
53358,"['EGFR tyrosine kinase inhibitor resistance', 'Endocrine resistance', 'ErbB signaling pathway', 'Ras signaling pathway', 'Chemokine signaling pathway', 'Phospholipase D signaling pathway', 'Focal adhesion', 'Natural killer cell mediated cytotoxicity', 'Neurotrophin signaling pathway', 'Insulin signaling pathway', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Relaxin signaling pathway', 'Growth hormone synthesis, secretion and action', 'Alcoholism', 'Bacterial invasion of epithelial cells', 'Glioma', 'Chronic myeloid leukemia', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer']"
53371,"['Nucleocytoplasmic transport', 'Amyotrophic lateral sclerosis']"
53373,['Calcium signaling pathway']
53407,"['SNARE interactions in vesicular transport', 'Phagosome']"
53615,['ATP-dependent chromatin remodeling']
53630,"['Retinol metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
53632,"['FoxO signaling pathway', 'AMPK signaling pathway', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Apelin signaling pathway', 'Tight junction', 'Circadian rhythm', 'Thermogenesis', 'Insulin signaling pathway', 'Adipocytokine signaling pathway', 'Oxytocin signaling pathway', 'Glucagon signaling pathway', 'Insulin resistance', 'Non-alcoholic fatty liver disease', 'Alcoholic liver disease', 'Hypertrophic cardiomyopathy']"
53637,"['Sphingolipid signaling pathway', 'Neuroactive ligand-receptor interaction']"
53828,['Aldosterone-regulated sodium reabsorption']
53829,['Neuroactive ligand-receptor interaction']
53832,"['Cytokine-cytokine receptor interaction', 'Viral protein interaction with cytokine and cytokine receptor', 'JAK-STAT signaling pathway']"
53833,"['Cytokine-cytokine receptor interaction', 'Viral protein interaction with cytokine and cytokine receptor', 'JAK-STAT signaling pathway']"
53842,"['Cell adhesion molecules', 'Tight junction', 'Leukocyte transendothelial migration', 'Pathogenic Escherichia coli infection', 'Hepatitis C']"
53904,['Motor proteins']
53905,['Thyroid hormone synthesis']
53918,['mRNA surveillance pathway']
53919,['Thyroid hormone signaling pathway']
53944,['Hedgehog signaling pathway']
53947,"['Glycosphingolipid biosynthesis - lacto and neolacto series', 'Glycosphingolipid biosynthesis - globo and isoglobo series', 'Metabolic pathways']"
53981,['mRNA surveillance pathway']
54106,"['Toll-like receptor signaling pathway', 'Salmonella infection', 'Chagas disease', 'African trypanosomiasis', 'Malaria', 'Tuberculosis', 'Measles', 'Herpes simplex virus 1 infection', 'PD-L1 expression and PD-1 checkpoint pathway in cancer']"
54107,"['DNA replication', 'ATP-dependent chromatin remodeling', 'Base excision repair', 'Nucleotide excision repair']"
54108,['ATP-dependent chromatin remodeling']
54145,"['Neutrophil extracellular trap formation', 'Alcoholism', 'Viral carcinogenesis', 'Systemic lupus erythematosus']"
54187,"['Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
54205,"['Oxidative phosphorylation', 'Metabolic pathways', 'Platinum drug resistance', 'p53 signaling pathway', 'Apoptosis', 'Apoptosis - multiple species', 'Non-alcoholic fatty liver disease', 'Alzheimer disease', 'Parkinson disease', 'Amyotrophic lateral sclerosis', 'Huntington disease', 'Spinocerebellar ataxia', 'Prion disease', 'Pathways of neurodegeneration - multiple diseases', 'Pathogenic Escherichia coli infection', 'Shigellosis', 'Salmonella infection', 'Legionellosis', 'Toxoplasmosis', 'Tuberculosis', 'Hepatitis C', 'Hepatitis B', 'Measles', 'Human cytomegalovirus infection', 'Influenza A', 'Kaposi sarcoma-associated herpesvirus infection', 'Herpes simplex virus 1 infection', 'Epstein-Barr virus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Colorectal cancer', 'Small cell lung cancer', 'Viral myocarditis', 'Lipid and atherosclerosis']"
54207,['Gastric acid secretion']
54209,['Osteoclast differentiation']
54331,"['Ras signaling pathway', 'Chemokine signaling pathway', 'PI3K-Akt signaling pathway', 'Apelin signaling pathway', 'Circadian entrainment', 'Retrograde endocannabinoid signaling', 'Glutamatergic synapse', 'Cholinergic synapse', 'Serotonergic synapse', 'GABAergic synapse', 'Dopaminergic synapse', 'Relaxin signaling pathway', 'Morphine addiction', 'Alcoholism', 'Human cytomegalovirus infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer']"
54344,"['N-Glycan biosynthesis', 'Metabolic pathways']"
54361,"['mTOR signaling pathway', 'Wnt signaling pathway', 'Axon guidance', 'Hippo signaling pathway', 'Signaling pathways regulating pluripotency of stem cells', 'Melanogenesis', 'Thyroid hormone signaling pathway', 'Cushing syndrome', 'Alzheimer disease', 'Pathways of neurodegeneration - multiple diseases', 'Human papillomavirus infection', 'Pathways in cancer', 'Proteoglycans in cancer', 'Basal cell carcinoma', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer']"
54363,"['Glyoxylate and dicarboxylate metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Peroxisome']"
54407,"['Glutamatergic synapse', 'GABAergic synapse', 'Protein digestion and absorption']"
54413,['Cell adhesion molecules']
54429,['Taste transduction']
54431,['Protein processing in endoplasmic reticulum']
54433,['Ribosome biogenesis in eukaryotes']
54434,"['Axon guidance', 'Regulation of actin cytoskeleton']"
54437,['Axon guidance']
54457,['Basal transcription factors']
54460,['Ribosome']
54464,"['Ribosome biogenesis in eukaryotes', 'RNA degradation']"
54468,['mTOR signaling pathway']
54472,['Toll-like receptor signaling pathway']
54474,"['Estrogen signaling pathway', 'Staphylococcus aureus infection']"
54480,"['Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate', 'Metabolic pathways']"
54490,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54498,"['Arginine and proline metabolism', 'beta-Alanine metabolism', 'Metabolic pathways']"
54511,"['Valine, leucine and isoleucine degradation', 'Butanoate metabolism', 'Metabolic pathways', 'Peroxisome']"
54512,['RNA degradation']
54518,"['Rap1 signaling pathway', 'Platelet activation']"
54539,"['Oxidative phosphorylation', 'Metabolic pathways', 'Thermogenesis', 'Retrograde endocannabinoid signaling', 'Non-alcoholic fatty liver disease', 'Alzheimer disease', 'Parkinson disease', 'Amyotrophic lateral sclerosis', 'Huntington disease', 'Prion disease', 'Pathways of neurodegeneration - multiple diseases', 'Chemical carcinogenesis - reactive oxygen species', 'Diabetic cardiomyopathy']"
54541,"['Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'MicroRNAs in cancer']"
54543,['Mitophagy - animal']
54552,['Ribosome biogenesis in eukaryotes']
54554,"['Polycomb repressive complex', 'Cushing syndrome']"
54556,['ATP-dependent chromatin remodeling']
54566,['Tight junction']
54567,"['Endocrine resistance', 'Notch signaling pathway', 'Th1 and Th2 cell differentiation', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Breast cancer']"
54575,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54576,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54577,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54578,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54579,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54583,"['HIF-1 signaling pathway', 'Pathways in cancer', 'Renal cell carcinoma']"
54600,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54617,['ATP-dependent chromatin remodeling']
54626,['Human papillomavirus infection']
54657,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54658,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54659,"['Pentose and glucuronate interconversions', 'Ascorbate and aldarate metabolism', 'Steroid hormone biosynthesis', 'Retinol metabolism', 'Porphyrin metabolism', 'Metabolism of xenobiotics by cytochrome P450', 'Drug metabolism - cytochrome P450', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Bile secretion', 'Chemical carcinogenesis - DNA adducts', 'Chemical carcinogenesis - receptor activation']"
54675,"['Glycerophospholipid metabolism', 'Metabolic pathways']"
54677,['Peroxisome']
54708,['Mitophagy - animal']
54714,['cAMP signaling pathway']
54738,['Transcriptional misregulation in cancer']
54753,['Herpes simplex virus 1 infection']
54766,['RNA degradation']
54776,"['Vascular smooth muscle contraction', 'Focal adhesion', 'Regulation of actin cytoskeleton', 'Oxytocin signaling pathway', 'Proteoglycans in cancer']"
54788,['Protein processing in endoplasmic reticulum']
54795,['Insulin secretion']
54798,['Hippo signaling pathway - multiple species']
54802,['Metabolic pathways']
54807,['Herpes simplex virus 1 infection']
54811,['Herpes simplex virus 1 infection']
54815,['ATP-dependent chromatin remodeling']
54822,"['Necroptosis', 'Cellular senescence', 'NOD-like receptor signaling pathway', 'Mineral absorption']"
54831,['Salivary secretion']
54840,['Base excision repair']
54852,['Chemical carcinogenesis - receptor activation']
54872,"['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'Metabolic pathways']"
54874,['Shigellosis']
54880,['Polycomb repressive complex']
54881,['Polycomb repressive complex']
54884,['Retinol metabolism']
54891,['ATP-dependent chromatin remodeling']
54894,['Wnt signaling pathway']
54896,['Efferocytosis']
54898,"['Fatty acid elongation', 'Biosynthesis of unsaturated fatty acids', 'Metabolic pathways', 'Fatty acid metabolism']"
54904,"['Lysine degradation', 'Metabolic pathways']"
54905,"['Retinol metabolism', 'Metabolic pathways']"
54910,['Axon guidance']
54913,['Ribosome biogenesis in eukaryotes']
54922,['Adherens junction']
54925,['Herpes simplex virus 1 infection']
54926,['Ubiquitin mediated proteolysis']
54928,"['Sulfur metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system']"
54936,['Base excision repair']
54938,['Aminoacyl-tRNA biosynthesis']
54941,['RIG-I-like receptor signaling pathway']
54947,"['Glycerophospholipid metabolism', 'Ether lipid metabolism', 'Metabolic pathways']"
54948,['Ribosome']
54961,"['Axon guidance', 'Regulation of actin cytoskeleton']"
54963,"['Pyrimidine metabolism', 'Drug metabolism - other enzymes', 'Metabolic pathways', 'Nucleotide metabolism']"
54965,"['Glycosylphosphatidylinositol (GPI)-anchor biosynthesis', 'Metabolic pathways']"
54979,"['Glycerophospholipid metabolism', 'Ether lipid metabolism', 'Arachidonic acid metabolism', 'Linoleic acid metabolism', 'alpha-Linolenic acid metabolism', 'Metabolic pathways', 'Ras signaling pathway', 'Regulation of lipolysis in adipocytes']"
54981,"['Nicotinate and nicotinamide metabolism', 'Metabolic pathways']"
54988,"['Butanoate metabolism', 'Metabolic pathways']"
54995,"['Fatty acid biosynthesis', 'Biotin metabolism', 'Metabolic pathways', 'Fatty acid metabolism', 'Biosynthesis of cofactors']"
55004,['mTOR signaling pathway']
55012,"['mRNA surveillance pathway', 'Sphingolipid signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Adrenergic signaling in cardiomyocytes', 'T cell receptor signaling pathway', 'Dopaminergic synapse', 'Human papillomavirus infection']"
55014,"['SNARE interactions in vesicular transport', 'Autophagy - animal']"
55024,['B cell receptor signaling pathway']
55034,"['Folate biosynthesis', 'Metabolic pathways']"
55040,['Endocytosis']
55048,['Endocytosis']
55052,['Ribosome']
55054,"['Autophagy - other', 'Autophagy - animal', 'NOD-like receptor signaling pathway', 'Shigellosis']"
55062,"['Autophagy - other', 'Autophagy - animal', 'Alzheimer disease', 'Amyotrophic lateral sclerosis', 'Huntington disease', 'Spinocerebellar ataxia', 'Pathways of neurodegeneration - multiple diseases', 'Shigellosis']"
55070,['Ubiquitin mediated proteolysis']
55072,"['Necroptosis', 'NOD-like receptor signaling pathway', 'Shigellosis']"
55081,"['Huntington disease', 'Pathways of neurodegeneration - multiple diseases']"
55083,['Motor proteins']
55102,"['Autophagy - other', 'Autophagy - animal', 'Alzheimer disease', 'Amyotrophic lateral sclerosis', 'Huntington disease', 'Spinocerebellar ataxia', 'Pathways of neurodegeneration - multiple diseases']"
55110,"['Nucleocytoplasmic transport', 'mRNA surveillance pathway', 'Spliceosome']"
55113,['Efferocytosis']
55114,['Tight junction']
55119,['Spliceosome']
55120,"['Fanconi anemia pathway', 'Ubiquitin mediated proteolysis']"
55127,['Ribosome biogenesis in eukaryotes']
55131,['Ribosome biogenesis in eukaryotes']
55157,['Aminoacyl-tRNA biosynthesis']
55161,['Nucleocytoplasmic transport']
55163,"['Vitamin B6 metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
55168,['Ribosome']
55173,['Ribosome']
55176,"['Protein export', 'Protein processing in endoplasmic reticulum', 'Phagosome', 'Vibrio cholerae infection']"
55183,['Signaling pathways regulating pluripotency of stem cells']
55191,"['Nicotinate and nicotinamide metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
55193,"['ATP-dependent chromatin remodeling', 'Hepatocellular carcinoma']"
55201,['Viral life cycle - HIV-1']
55207,['Salmonella infection']
55215,['Fanconi anemia pathway']
55217,"['Lysine degradation', 'Metabolic pathways']"
55224,"['Glycerophospholipid metabolism', 'Metabolic pathways']"
55226,['Ribosome biogenesis in eukaryotes']
55233,"['Hippo signaling pathway', 'Hippo signaling pathway - multiple species']"
55236,['Ubiquitin mediated proteolysis']
55240,"['p53 signaling pathway', 'Ferroptosis']"
55247,['Base excision repair']
55252,['Polycomb repressive complex']
55255,"['Autophagy - animal', 'Amyotrophic lateral sclerosis', 'Pathways of neurodegeneration - multiple diseases']"
55256,"['Cysteine and methionine metabolism', 'Metabolic pathways']"
55257,['ATP-dependent chromatin remodeling']
55272,['Ribosome biogenesis in eukaryotes']
55274,"['ATP-dependent chromatin remodeling', 'Hepatocellular carcinoma']"
55276,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Galactose metabolism', 'Purine metabolism', 'Starch and sucrose metabolism', 'Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
55277,"['Pentose and glucuronate interconversions', 'Metabolic pathways']"
55278,"['Aminoacyl-tRNA biosynthesis', 'Metabolic pathways']"
55283,['Calcium signaling pathway']
55284,['Ubiquitin mediated proteolysis']
55288,['Mitophagy - animal']
55294,['Ubiquitin mediated proteolysis']
55300,"['Inositol phosphate metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system']"
55301,"['Fatty acid biosynthesis', 'Metabolic pathways']"
55304,"['Sphingolipid metabolism', 'Metabolic pathways', 'Sphingolipid signaling pathway']"
55308,"['Nucleocytoplasmic transport', 'mRNA surveillance pathway']"
55312,"['Riboflavin metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
55315,['Alcoholism']
55326,"['Glycerolipid metabolism', 'Glycerophospholipid metabolism', 'Metabolic pathways', 'Phospholipase D signaling pathway']"
55331,"['Sphingolipid metabolism', 'Metabolic pathways']"
55334,"['Alzheimer disease', 'Parkinson disease']"
55339,['mRNA surveillance pathway']
55341,['Ribosome biogenesis in eukaryotes']
55349,"['Glycine, serine and threonine metabolism', 'Metabolic pathways']"
55353,['Lysosome']
55361,"['Inositol phosphate metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system']"
55366,['Wnt signaling pathway']
55367,"['NF-kappa B signaling pathway', 'p53 signaling pathway', 'Apoptosis']"
55422,['Herpes simplex virus 1 infection']
55423,"['Efferocytosis', 'Osteoclast differentiation']"
55432,['Protein processing in endoplasmic reticulum']
55437,"['mTOR signaling pathway', 'AMPK signaling pathway']"
55454,"['Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate', 'Metabolic pathways']"
55471,['Thermogenesis']
55500,"['Glycerophospholipid metabolism', 'Metabolic pathways']"
55501,['Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate']
55502,['Human papillomavirus infection']
55503,"['Salivary secretion', 'Mineral absorption']"
55504,['Cytokine-cytokine receptor interaction']
55505,['Ribosome biogenesis in eukaryotes']
55506,"['ATP-dependent chromatin remodeling', 'Necroptosis', 'Neutrophil extracellular trap formation', 'Alcoholism', 'Systemic lupus erythematosus']"
55509,['PD-L1 expression and PD-1 checkpoint pathway in cancer']
55512,"['Sphingolipid metabolism', 'Metabolic pathways']"
55515,['Inflammatory mediator regulation of TRP channels']
55526,"['Lysine degradation', 'Tryptophan metabolism', 'Lipoic acid metabolism', 'Metabolic pathways', '2-Oxocarboxylic acid metabolism']"
55529,['Phosphatidylinositol signaling system']
55534,"['Notch signaling pathway', 'Th1 and Th2 cell differentiation', 'Human papillomavirus infection']"
55540,"['Cytokine-cytokine receptor interaction', 'IL-17 signaling pathway']"
55552,['Herpes simplex virus 1 infection']
55556,"['Fructose and mannose metabolism', 'Metabolic pathways']"
55558,['Axon guidance']
55567,"['Motor proteins', 'Amyotrophic lateral sclerosis', 'Huntington disease', 'Pathways of neurodegeneration - multiple diseases']"
55568,"['Mucin type O-glycan biosynthesis', 'Other types of O-glycan biosynthesis', 'Metabolic pathways']"
55576,['Efferocytosis']
55577,"['Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
55578,['Autophagy - animal']
55582,['Motor proteins']
55584,"['Neuroactive ligand-receptor interaction', 'Chemical carcinogenesis - receptor activation']"
55585,['Ubiquitin mediated proteolysis']
55586,"['Ascorbate and aldarate metabolism', 'Inositol phosphate metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
55589,['Transcriptional misregulation in cancer']
55593,['RIG-I-like receptor signaling pathway']
55605,['Motor proteins']
55613,"['Inositol phosphate metabolism', 'Metabolic pathways', 'Phosphatidylinositol signaling system']"
55614,['Motor proteins']
55615,['mTOR signaling pathway']
55616,"['Endocytosis', 'Fc gamma R-mediated phagocytosis']"
55624,"['Mannose type O-glycan biosynthesis', 'Metabolic pathways']"
