umlsid,phenotype,hpoid,cr
C3161192,Vitreomacular traction,HP:0031151,PT
C4477008,Increased Arden ratio of electrooculogram,HP:0031155,PT
C4477012,Reduced brain glutamate level by MRS,HP:0031161,PT
C4477014,Low femoral bone density,HP:0031163,PT
C0221243,Necrolytic migratory erythema,HP:0031181,PT
C0151701,Pulmonary hemorrhage,HP:0040223,PT
C4477028,Obligate,HP:0040280,PT
C0521114,Occasional,HP:0040283,PT
C3853581,Nasogastric tube feeding,HP:0040288,PT
C0235988,Decreased serum iron,HP:0040303,PT
C4477041,Increased male libido,HP:0040305,PT
C0685926,Temporomandibular arthritis,HP:0040312,PT
C4551694,Bull's eye rash,HP:0040325,PT
C0391826,Dysplastic gangliocytoma of the cerebellum,HP:0500009,PT
C4477075,Abnormal cardiac test,HP:0500015,PT
C4477079,Abnormal cardiac biomarker test,HP:0500020,PT
C4477085,Aplastic colon,HP:0500027,PT
C4477087,Abnormal hepatic glycogen storage,HP:0500030,PT
C4551761,Excessive daytime somnolence,HP:0001262,PT
C0018817,Atrial septal defect,HP:0001631,PT
C2973725,Pulmonary arterial hypertension,HP:0002092,PT
C1857287,Stroke-like episode,HP:0002401,PT
C4476539,Glomerular subendothelial electron-dense deposits,HP:0004746,PT
C4025191,Abnormality of the alternative complement pathway,HP:0005482,PT
C4021561,Electronegative electroretinogram,HP:0007984,PT
C4317152,Dimple chin,HP:0010751,PT
C4476555,Glomerular C3 deposition,HP:0012576,PT
C4476563,Enlarged mesenteric lymph node,HP:0025043,PT
C4476575,Multifocal splenic abscess,HP:0025060,PT
C4476576,Unifocal splenic abscess,HP:0025061,PT
C0472376,Thalamic hemorrhage,HP:0025064,PT
C4476586,Peripapillary exudate,HP:0025093,PT
C4476600,White streaks/specks on enamel.,HP:0025123,PT
C4476612,Gingival calcification,HP:0025141,PT
C4476627,Severe temper tantrums,HP:0025162,PT
C4476646,Central diaphragmatic hernia,HP:0025195,PT
C0221226,Caput medusae,HP:0025203,PT
C4476656,Triggered by glucose ingestion,HP:0025210,PT
C4476659,Triggered by fasting,HP:0025212,PT
C4476663,Triggered by heavy meal,HP:0025216,PT
C4476668,Triggered by pregnancy,HP:0025221,PT
C0241060,Cutaneous cyst,HP:0025245,PT
C0345998,Eruptive vellus hair cyst,HP:0025248,PT
C0221228,Comedo,HP:0025249,PT
C0302302,Closed comedo,HP:0025250,PT
C0025218,Melasma,HP:0025272,PT
C0232901,Migratory,HP:0025279,PT
C0234234,Tender,HP:0025283,PT
C0436331,Aggravated by,HP:0025285,PT
C4476688,Aggravated by activity,HP:0025286,PT
C0235592,Cervical lymphadenopathy,HP:0025289,PT
C0332182,Periodic,HP:0025304,PT
C0154916,Rubeosis iridis,HP:0025319,PT
C4476701,Abnormal arterial physiology,HP:0025323,PT
C4476706,Abnormality of foot cortical bone,HP:0025332,PT
C4476712,Superficial episcleral hyperemia,HP:0025339,PT
C2109272,Corneal keratic precipitates,HP:0025341,PT
C4476719,Limbal edema,HP:0025349,PT
C0349658,Trichoepithelioma,HP:0025367,PT
C4476737,Delayed ossification of the sacrum,HP:0025371,PT
C4476746,Diet-resistant subcutaneous adipose tissue below waist,HP:0025385,PT
C1855488,Bitemporal hollowing,HP:0025386,PT
C0040137,Thyroid nodule,HP:0025388,PT
C4476747,Pulmonary interstitial high-resolution computed tomography abnormality,HP:0025389,PT
C4476753,Combined cystic and ground-glass pattern on pulmonary HRCT,HP:0025395,PT
C4476760,Visual fixation instability,HP:0025405,PT
C4476762,Abnormal spleen physiology,HP:0025409,PT
C0266636,Splenogonadal fusion,HP:0025410,PT
C0022656,Renal cortical necrosis,HP:0025418,PT
C1504436,Pulmonary pneumatocele,HP:0025419,PT
C4476777,Warm reactive autoantibody positivity,HP:0025440,PT
C4476795,Abnormality of redox activity,HP:0025463,PT
C4476796,Increased reactive oxygen species production,HP:0025464,PT
C4476797,Abnormal circulating beta globulin level,HP:0025465,PT
C4476799,Congenital panfollicular nevus,HP:0025471,PT
C4476806,Fused labia majora,HP:0025486,PT
C0340753,Venous stenosis,HP:0025491,PT
C3647360,Hyperpigmented nodule,HP:0025529,PT
C4476839,Abnormal B cell subset distribution,HP:0025539,PT
C4476857,1-minute APGAR score of 0,HP:0030927,PT
C4476859,1-minute APGAR score of 2,HP:0030929,PT
C4476864,Abnormality of intestinal smooth muscle morphology,HP:0030935,PT
C4476878,Abnormal morphology of the great vessels,HP:0030962,PT
C4476885,Abnormal vena cava physiology,HP:0030970,PT
C3279550,Cryptozoospermia,HP:0030974,PT
C4476891,Decreased CSF/serum albumin ratio,HP:0030978,PT
C4476892,Dilatation of large choroidal vessels,HP:0030979,PT
C4476901,Duplication of pancreatic duct,HP:0030993,PT
C0003090,Ankylosis,HP:0031013,PT
C4476915,Swiss cheese atrial septal defect,HP:0031017,PT
C3276320,Internal notch of the femoral head,HP:0031027,PT
C4477100,Spermatogenesis maturation arrest,HP:0031038,PT
C0241262,Strawberry tongue,HP:0031042,PT
C4476928,Absent soft palate,HP:0031046,PT
C0030489,Paraproteinemia,HP:0031047,PT
C4476929,Light-chain paraproteinemia,HP:0031048,PT
C4476933,Elevated vascular endothelial growth factor level,HP:0031052,PT
C4476945,Abnormal ovarian physiology,HP:0031066,PT
C4476948,Abnormal femoral torsion,HP:0031069,PT
C4476950,Abnormal endocrine morphology,HP:0031071,PT
C4476956,Abnormal response to corticotropin releasing hormone stimulation test,HP:0031077,PT
C4476958,Impaired growth-hormone response to insulin stimulation test,HP:0031079,PT
C4476961,Impaired growth-hormone response to glucagon stimulation test,HP:0031082,PT
C4476962,Abnormal response to human chorionic gonadotrophin stimulation test,HP:0031083,PT
C0241633,Vaginal dryness,HP:0031088,PT
C4476974,Abnormal uterus morphology,HP:0031105,PT
C4476982,Two-raphe bicuspid aortic valve,HP:0031122,PT
C4476985,Impaired clot retraction,HP:0031126,PT
C4476988,Impaired phorbol myristate acetate-induced platelet aggregation,HP:0031129,PT
C4476993,Cor triatrium sinister,HP:0031134,PT
C4477005,Impaired oral bolus formation,HP:0031146,PT
C3281034,Multifocal seizures,HP:0031165,PT
C4477019,Tibial spur,HP:0031173,PT
C1856923,Double-layered patella,HP:0031174,PT
C4477025,Abnormal circulating deoxycorticosterone level,HP:0031186,PT
C1855575,Very rare,HP:0040284,PT
C4477043,Male anorgasmia,HP:0040308,PT
C4477046,Red-brown urine,HP:0040320,PT
C4477047,Purple urine,HP:0040322,PT
C3670700,Atrophy of masseter muscle,HP:0045085,PT
C0574977,Hip joint hypermobility,HP:0045087,PT
C0029878,Otitis externa,HP:0410017,PT
C4477067,Abnormal distribution of cell junction proteins in buccal mucosal cells,HP:0410023,PT
C1706559,Cornea verticillata,HP:0500008,PT
C0262444,Abnormality of the dentition,HP:0000164,PT
C4025814,Abnormality of the metaphysis,HP:0000944,PT
C4476532,Dilatation of an abdominal artery,HP:0002636,PT
C4025663,Abnormality of tibia morphology,HP:0002992,PT
C4476537,Reduced intrathoracic adipose tissue,HP:0003809,PT
C2678397,Aplasia of the ulna,HP:0003982,PT
C4476547,Saccular conjunctival dilatations,HP:0007721,PT
C4476565,Reduced brain lactate level by MRS,HP:0025046,PT
C4476570,Reduced brain creatine level by MRS,HP:0025051,PT
C0238532,Scaphoid abdomen,HP:0025063,PT
C4476577,Incomitant strabismus,HP:0025068,PT
C4476578,U wave inversion,HP:0025071,PT
C0878658,Darier's sign,HP:0025081,PT
C4476591,Dysgenesis of the hippocampus,HP:0025101,PT
C4476594,Nevus roseus,HP:0025106,PT
C0333440,Civatte bodies,HP:0025115,PT
C0015930,Fetal distress,HP:0025116,PT
C4476601,White lesion of the oral mucosa,HP:0025125,PT
C4476608,Decreased serum estriol,HP:0025137,PT
C4476625,Abnormal temper tantrums,HP:0025160,PT
C1273070,Left ventricular diastolic dysfunction,HP:0025168,PT
C0474844,Neuronal/glioneuronal neoplasm of the central nervous system,HP:0025170,PT
C4476633,Smooth septal thickening on pulmonary HRCT,HP:0025172,PT
C4476645,Subtentorial periventricular white matter hyperdensity,HP:0025192,PT
C1318562,Inclusion body fibromatosis,HP:0025197,PT
C4476654,Triggered by carbohydrate ingestion,HP:0025208,PT
C4476660,Triggered by galactose ingestion,HP:0025213,PT
C4476667,Triggered by menstruation,HP:0025220,PT
C4476673,Triggered by sound,HP:0025225,PT
C4476677,Triggered by sudden movement,HP:0025228,PT
C0456511,Sleep paralysis,HP:0025233,PT
C4476680,Non-rapid eye movement parasomnia,HP:0025235,PT
C0474358,Dot-and-blot retinal hemorrhage,HP:0025242,PT
C2266788,Trichilemmal cyst,HP:0025246,PT
C0151315,Stiff neck,HP:0025258,PT
C0239272,Stiff elbow,HP:0025259,PT
C0241759,Stiff wrist,HP:0025260,PT
C0427032,Stiff ankle,HP:0025264,PT
C0038506,Stuttering,HP:0025268,PT
C0038994,Gustatory sweating,HP:0025277,PT
C1286315,Pain characteristic,HP:0025280,PT
C1444775,Sharp,HP:0025281,PT
C4476689,Upper-body predominance,HP:0025290,PT
C4476690,Lower-body predominance,HP:0025291,PT
C0439746,Acral,HP:0025292,PT
C4476693,Herpetiform,HP:0025295,PT
C0271134,Abnormal pupil shape,HP:0025309,PT
C3672035,Copper accumulation in liver,HP:0025321,PT
C0264995,Arterial occlusion,HP:0025324,PT
C1860256,Sparse medial eyebrow,HP:0025325,PT
C4476714,Interlobular bile duct destruction,HP:0025344,PT
C4476717,Decreased circulating beta-2-microglobulin level,HP:0025347,PT
C4476722,Autosomal dominant germline de novo mutation,HP:0025352,PT
C0423325,Uveal ectropion,HP:0025358,PT
C4476739,Duplicated odontoid process,HP:0025374,PT
C4476745,Diet-resistant subcutaneous adipose tissue,HP:0025384,PT
C4476755,Mosaic attenuation pattern on pulmonary HRCT,HP:0025397,PT
C4476759,Stooped posture,HP:0025403,PT
C0268875,Rectourethral fistula,HP:0025407,PT
C0039977,Pleural cyst,HP:0025422,PT
C4476768,Abnormal larynx morphology,HP:0025423,PT
C0239154,High-pitched cry,HP:0025430,PT
C0846967,Acanthoma,HP:0025432,PT
C4476775,Elevated serum 11-deoxycortisol,HP:0025436,PT
C4476776,Macrocephalic sperm head,HP:0025437,PT
C4476778,Achilles tendon calcification,HP:0025441,PT
C4476780,Reduced amygdala volume,HP:0025444,PT
C4476781,Morphological abnormality of the papillary muscles,HP:0025445,PT
C4476809,Palmoplantar erythema,HP:0025493,PT
C0339200,Scleral rupture,HP:0025513,PT
C0434785,Hip subluxation,HP:0030043,PT
C4476844,Dilatation of the ductus arteriosus,HP:0030745,PT
C4476860,1-minute APGAR score of 3,HP:0030930,PT
C4476863,1-minute APGAR score of 6,HP:0030933,PT
C4476865,Abnormal layering of muscularis propria,HP:0030936,PT
C2732413,Postexertional malaise,HP:0030973,PT
C4476893,Reduced brain glutamine level by MRS,HP:0030980,PT
C1882229,Ovarian thecoma,HP:0030983,PT
C0032541,Polyneuritis,HP:0031003,PT
C4476905,Hemiareflexia,HP:0031004,PT
C0001860,Ainhum,HP:0031009,PT
C0333484,Fatty streak,HP:0031011,PT
C1266060,Eccrine syringofibroadenoma,HP:0031018,PT
C4476919,Abnormal retinol-binding protein level,HP:0031031,PT
C4476921,Impaired urinary acidification,HP:0031033,PT
C4476937,Fusiform cerebral aneurysm,HP:0031056,PT
C4476938,Impairment of activities of daily living,HP:0031058,PT
C4476951,Abnormal endocrine physiology,HP:0031072,PT
C4476954,Abnormal response to insulin tolerance test,HP:0031075,PT
C4476955,Impaired cortisol response to insulin stimulation test,HP:0031076,PT
C4476966,Abnormal humerus morphology,HP:0031095,PT
C4476977,Purely bicuspid aortic valve,HP:0031117,PT
C4476978,Single raphe bicuspid aortic valve,HP:0031118,PT
C4476999,Abnormal liver sonography,HP:0031140,PT
C2733564,Full-thickness macular hole,HP:0031152,PT
C0238045,Carotid cavernous fistula,HP:0031157,PT
C4477013,Impaired oropharyngeal swallow response,HP:0031162,PT
C4324277,Eyelid myokymia,HP:0031166,PT
C0332196,Excluded,HP:0040285,PT
C4477044,Sterile arthritis,HP:0040310,PT
C0426396,Dark urine,HP:0040319,PT
C0239454,Erythema of the eyelids,HP:0040323,PT
C4477049,Hypoplasia of the olfactory bulb,HP:0040326,PT
C4477050,Abnormal morphology of the olfactory bulb,HP:0040327,PT
C1269700,Dilatation of renal calices,HP:0100581,PT
C4477059,Dilatation of celiac artery,HP:0100858,PT
C0232493,Epigastric pain,HP:0410019,PT
C4477072,Iris flocculi,HP:0500007,PT
C0035300,Abnormal retinal morphology,HP:0000479,PT
C4520679,Abnormal macular morphology,HP:0001103,PT
C0340375,Subvalvular aortic stenosis,HP:0001682,PT
C4025754,Abnormal pericardium morphology,HP:0001697,PT
C4025752,Abnormal cardiac ventricle morphology,HP:0001713,PT
C1858973,"Elevated proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells",HP:0002851,PT
C0262985,Psoriasiform dermatitis,HP:0003765,PT
C1835130,Mitral annular calcification,HP:0005136,PT
C4531293,Periungual teleangiectasia,HP:0025555,PT
C4293675,Duplicated clitoris,HP:0030912,PT
C4531285,Apical hypertrabeculation of the left ventricle,HP:0031195,PT
C0427895,Cellular urinary casts,HP:0031197,PT
C4531283,Renal tubular epithelial cell casts,HP:0031198,PT
C0370152,Waxy casts,HP:0031202,PT
C4531279,Striatal T2 hyperintensity,HP:0031206,PT
C0489642,Intrapulmonary shunt,HP:0031225,PT
C4531260,Narrow incisura width,HP:0031231,PT
C4531257,Predominantly epidermal neutrophilic infiltrate,HP:0031235,PT
C4531254,Necklace skeletal muscle fibers,HP:0031238,PT
C4531248,Abnormal subclavian artery morphology,HP:0031251,PT
C4531244,Hypothalamic arteriovenous malformation,HP:0031255,PT
C0029051,Oophoritis,HP:0031259,PT
C0036974,Shock,HP:0031273,PT
C2938913,Distributive shock,HP:0031275,PT
C0037023,Sialadenitis,HP:0031281,PT
C4531223,Ichthyosis follicularis,HP:0031291,PT
C4551626,Unroofed coronary sinus,HP:0031297,PT
C4531203,Cardiomyocyte mitochondrial proliferation,HP:0031320,PT
C0744282,Gastric arteriovenous malformation,HP:0031341,PT
C4531180,Rectal arteriovenous malformation,HP:0031346,PT
C0917808,Vegetative state,HP:0031358,PT
C1849081,Metaphyseal striations,HP:0031367,PT
C4531165,Decreased lymphocyte proliferation in response to anti-CD3,HP:0031382,PT
C4531158,Reduced MHC II surface expression,HP:0031390,PT
C4531142,Abnormal lymphocyte physiology,HP:0031409,PT
C4531140,Abnormal chromosome morphology,HP:0031411,PT
C4531139,Abnormal telomere morphology,HP:0031412,PT
C4531135,Reduced sex -hormone binding protein level,HP:0031419,PT
C4531133,Small superior frontal cortex,HP:0031421,PT
C1704335,Apocrine hidrocystoma,HP:0031454,PT
C0027086,Benign muscle neoplasm,HP:0031460,PT
C1334260,Intramuscular Myxoma,HP:0031461,PT
C1333467,Esophageal squamous papilloma,HP:0031463,PT
C4531099,Separation insecurity,HP:0031468,PT
C4531094,Abnormal mitral valve physiology,HP:0031481,PT
C4531091,Cold-induced hemolysis,HP:0031484,PT
C4531064,Sub-RPE deposits,HP:0031531,PT
C4531063,Focal sub-RPE deposits,HP:0031532,PT
C0265900,Anomalous origin of the left circumflex artery from the right coronary artery,HP:0031537,PT
C0346006,Follicular infundibulum tumor,HP:0031548,PT
C4531039,Coronary cameral fistula to right ventricle,HP:0031561,PT
C4531038,Balanced double aortic arch,HP:0031562,PT
C4073233,Abnormal facial artery morphology,HP:3000024,PT
C4025758,Abnormal myocardium morphology,HP:0001637,PT
C3164374,Abnormal pulmonary valve morphology,HP:0001641,PT
C4025756,Abnormal aortic morphology,HP:0001679,PT
C0241665,Abnormal venous morphology,HP:0002624,PT
C4025211,Abnormal carotid artery morphology,HP:0005344,PT
C4021205,Abnormal systemic arterial morphology,HP:0011004,PT
C4476695,Acute emergence over minutes,HP:0025306,PT
C4022512,Abnormal vertebral artery morphology,HP:0030321,PT
C0231666,Wrist drop,HP:0031189,PT
C1291155,Elevated cholesterol ester level,HP:0031211,PT
C4531273,Elevated circulating 17-hydroxyprogesterone,HP:0031213,PT
C4531265,Diffuse pancreatic islet hyperplasia,HP:0031224,PT
C0747490,Perinephric fluid collection,HP:0031226,PT
C4531259,Increased incisura width,HP:0031232,PT
C4531255,Internally nucleated skeletal muscle fibers,HP:0031237,PT
C0239134,Productive cough,HP:0031245,PT
C0043168,Whooping cough,HP:0031247,PT
C0240200,Lip fissure,HP:0031250,PT
C4531229,Increased LH response to gonadotropin-releasing hormone stimulation test,HP:0031280,PT
C0858697,White papule,HP:0031289,PT
C4531217,Peripheral arterial calcification,HP:0031301,PT
C4531216,Lower extremity peripheral arterial calcification,HP:0031302,PT
C4531201,Myocardial lymphocytic infiltration,HP:0031322,PT
C4531195,Perivascular cardiac fibrosis,HP:0031328,PT
C4531194,Interstitial cardiac fibrosis,HP:0031329,PT
C4531192,Abnormal cardiomyocyte morphology,HP:0031331,PT
C4531186,Abnormal cardiomyocyte connexin43 staining,HP:0031337,PT
C3531771,Dextrotransposition of the great arteries,HP:0031348,PT
C0232292,Chest tightness,HP:0031352,PT
C0029883,Otitis media with effusion,HP:0031353,PT
C0541798,Terminal insomnia,HP:0031356,PT
C0013491,Ecchymosis,HP:0031364,PT
C0205269,Refractory,HP:0031375,PT
C4531168,Abnormal T cell proliferation,HP:0031379,PT
C4531146,Impaired antigen-specific response,HP:0031404,PT
C4531130,Abnormal circulating beta-C-terminal telopeptide level,HP:0031424,PT
C4531123,Persistent repetition of actions,HP:0031432,PT
C0002020,Alexithymia,HP:0031433,PT
C0399461,Erosion of oral mucosa,HP:0031446,PT
C4531112,Penile freckling,HP:0031447,PT
C0035651,Risk taking,HP:0031472,PT
C4521440,Dilatation of the mitral annulus,HP:0031479,PT
C1368683,Epithelial neoplasm,HP:0031492,PT
C1335168,Ovarian mucinous tumor,HP:0031494,PT
C4523940,Foamy urine,HP:0031504,PT
C4531077,Abnormal thyroid hormone level,HP:0031508,PT
C4531076,Dry nipple,HP:0031509,PT
C0022572,Keratoacanthoma,HP:0031525,PT
C4531024,Subretinal deposits,HP:0031528,PT
C0311220,Lymphocytoma cutis,HP:0031549,PT
C4531044,Reduced granulocyte CD16 level,HP:0031556,PT
C1301149,Abnormal mast cell morphology,HP:0100494,PT
C4021974,Abnormal lymphatic vessel morphology,HP:0100766,PT
C1855752,Abnormal T cell morphology,HP:0002843,PT
C0232216,Ventricular escape rhythm,HP:0005155,PT
C4531298,Abnormal coronary artery morphology,HP:0006704,PT
C0149772,Abnormal salivary gland morphology,HP:0010286,PT
C0009995,Cor triatriatum,HP:0010774,PT
C4021096,Abnormal reproductive system morphology,HP:0012243,PT
C2153623,Yellow nodule,HP:0025554,PT
C4531291,Abnormal breast physiology,HP:0031094,PT
C4531290,Superficial dermal perivascular inflammatory infiltrate,HP:0031190,PT
C4531282,Acellular urinary casts,HP:0031199,PT
C0333121,Hyaline casts,HP:0031200,PT
C3714563,Fatty casts,HP:0031203,PT
C4531267,Increased circulating thyroxine-binding globulin level,HP:0031222,PT
C4531256,Predominantly dermal neutrophilic infiltrate,HP:0031236,PT
C0013378,Parageusia,HP:0031249,PT
C4531243,Optic nerve arteriovenous malformation,HP:0031256,PT
C3280103,Podocyte foot process effacement,HP:0031266,PT
C4531234,Decreased CD25 upregulation upon TCR activation,HP:0031270,PT
C4531232,Pulmonary arterial atherosclerosis,HP:0031272,PT
C4531231,Abnormal thoracic duct morphology,HP:0031278,PT
C4531230,Abnormal response to gonadotropin-releasing hormone stimulation test,HP:0031279,PT
C4531227,Tufted hairs,HP:0031283,PT
C0149777,Cutaneous abscess,HP:0031292,PT
C4531221,Atrial septal hypertrophy,HP:0031296,PT
C4531211,Internal carotid artery calcification,HP:0031307,PT
C4531202,Myocardial immune cell infiltration,HP:0031321,PT
C2062349,Colonic arteriovenous malformation,HP:0031345,PT
C2228039,Ankle weakness,HP:0031374,PT
C4531164,Abnormal lymphocyte surface marker expression,HP:0031383,PT
C4531149,"Reduced proportion of CD4-negative, CD8-negative, alpha-beta regulatory T cells",HP:0031401,PT
C4531137,High serum calcifediol,HP:0031414,PT
C4531126,Increased circulating osteocalcin level,HP:0031428,PT
C4531122,Abnormal speech prosody,HP:0031434,PT
C4531108,Lower extremity subcutanous fat hypertrophy,HP:0031451,PT
C4531104,Pulmonary opacity,HP:0031457,PT
C0679136,Low self esteem,HP:0031469,PT
C4531095,Abnormal mitral valve leaflet morphology,HP:0031480,PT
C4531092,Reduced contraction of the left ventricular apex,HP:0031483,PT
C4531089,Capillary malformation of the lip,HP:0031487,PT
C1333820,Glandular cell neoplasm,HP:0031493,PT
C4531083,Mucinous gastric carcinoma,HP:0031498,PT
C4531082,Appendiceal mucinous neoplasm,HP:0031499,PT
C4531071,Increased proportion of exhausted T cells,HP:0031514,PT
C4531066,Focal subretinal deposits,HP:0031529,PT
C4531057,Linear IgA deposits along the epidermal basement membrane zone,HP:0031539,PT
C4531056,Linear IgG deposits along the epidermal basement membrane zone,HP:0031540,PT
C4531043,Reduced fibroblast CD55 level,HP:0031557,PT
C4531041,Reduced fibroblast CD16 level,HP:0031559,PT
C4531035,Abnormal pulmonary valve cusp morphology,HP:0031566,PT
C4531033,Thickened aortic valve cusp,HP:0031568,PT
C4531030,Abnormal neural tube morphology,HP:0410043,PT
C4531029,Proximal scleroderma,HP:0550003,PT
C0339904,Bilateral basilar pulmonary fibrosis,HP:0550005,PT
C4073250,Abnormal jugular vein morphology,HP:3000042,PT
C4073267,Abnormal inferior thyroid vein morphology,HP:3000059,PT
C4021802,Abnormal retinal artery morphology,HP:0000630,PT
C4531299,Premature occlusive vascular stenosis,HP:0005297,PT
C4021520,Abnormal cerebral artery morphology,HP:0009145,PT
C0600518,Choroidal neovascularization,HP:0011506,PT
C3163801,Abnormal aortic arch morphology,HP:0012303,PT
C4476763,Fossa navicularis urethral stricture,HP:0025413,PT
C4531026,Elevated circulating ribitol concentration,HP:0025550,PT
C4531296,Optic nerve misrouting,HP:0025551,PT
C4531295,Periorbital purpura,HP:0025552,PT
C4531292,Abnormal breast morphology,HP:0031093,PT
C0344391,Granular casts,HP:0031201,PT
C4531274,Abnormal circulating progesterone level,HP:0031212,PT
C4531263,Abnormal incisura morphology,HP:0031228,PT
C4531261,Decreased incisura length,HP:0031230,PT
C4531251,Subfoveal choroidal neovascularization,HP:0031241,PT
C0240211,Swollen lip,HP:0031244,PT
C4531235,Abnormal CD25 upregulation upon TCR activation,HP:0031269,PT
C4531226,Abnormal perifollicular morphology,HP:0031285,PT
C4531224,Cobblestone-like hyperkeratosis,HP:0031288,PT
C4531215,Femoral arterial calcification,HP:0031303,PT
C4531212,Intracranial arterial calcification,HP:0031306,PT
C4531206,External carotid artery calcification,HP:0031315,PT
C4531205,Abnormal ventricular myocardium morphology,HP:0031316,PT
C4531204,Fatty replacement of ventricular myocardial tissue,HP:0031317,PT
C4531200,Myocardial eosinophilic infiltration,HP:0031323,PT
C4531199,Myocardial multinucleated giant cells,HP:0031324,PT
C4531198,Myocardial granulomatous infiltrates,HP:0031325,PT
C4531197,Monoclonal light chain cardiac amyloidosis,HP:0031326,PT
C4531196,Transthyretin cardiac amyloidosis,HP:0031327,PT
C4531193,Perivascular myocardial immune cell infiltration,HP:0031330,PT
C4531188,Abnormal cardiomyocyte mitochondrial morphology,HP:0031335,PT
C4531178,Calcified amorphous tumor of the heart,HP:0031351,PT
C4531176,Maintenance insomnia,HP:0031355,PT
C2126312,Yellow skin plaque,HP:0031360,PT
C4531172,Cold paresis,HP:0031372,PT
C4531169,Abnormal lymphocyte proliferation,HP:0031378,PT
C4531167,Abnormal B cell proliferation,HP:0031380,PT
C4531025,Abnormal MHC II surface expression,HP:0031389,PT
C4531148,Reduced antigen-specific T cell proliferation,HP:0031402,PT
C4531147,Impaired pathogen-specific CD8 cytoxicity,HP:0031403,PT
C4531141,Abnormal distribution of CD56 bright/dim natural killer cells,HP:0031410,PT
C4531131,Small cerebellar cortex,HP:0031423,PT
C4531115,Abnormal tricuspid valve leaflet morphology,HP:0031443,PT
C4531114,Dilatation of the tricuspid annulus,HP:0031444,PT
C4531109,Polycyclic,HP:0031450,PT
C0032987,Ectopic pregnancy,HP:0031456,PT
C0001427,Adenoiditis,HP:0031458,PT
C4531102,Abnormal vasa vasorum morphology,HP:0031465,PT
C4531086,Hemangioma of the lip,HP:0031490,PT
C0347944,Pelvic mass,HP:0031501,PT
C4531081,Night gasping,HP:0031503,PT
C4531073,Abnormal cutaneous collagen fibril morphology,HP:0031512,PT
C4531068,Cauliflower deformity of dermal collagen fibrils,HP:0031519,PT
C1335906,Salivary gland oncocytoma,HP:0031523,PT
C4531058,Abnormal dermoepidermal junction morphology,HP:0031538,PT
C4531051,Abnormal QT interval,HP:0031547,PT
C4531042,Reduced fibroblast CD59 level,HP:0031558,PT
C4531036,Abdominal situs ambiguus,HP:0031565,PT
C4531034,Abnormal aortic valve cusp morphology,HP:0031567,PT
C4531031,Abnormal liver morphology,HP:0410042,PT
C0276262,Verruca plana,HP:0550004,PT
C4073257,Abnormal greater palatine artery morphology,HP:3000049,PT
C1834129,Abnormal vertebral morphology,HP:0003468,PT
C4025272,Peripheral arterial stenosis,HP:0004950,PT
C4476886,Abnormal vena cava morphology,HP:0005345,PT
C4021550,Elevated circulating follicle stimulating hormone level,HP:0008232,PT
C4021264,Abnormal ventricular septum morphology,HP:0010438,PT
C4022954,Abnormal celiac artery morphology,HP:0012326,PT
C1836022,Lipomyelomeningocele,HP:0025480,PT
C4531294,Periorbital ecchymosis with tarsal plate sparing,HP:0025553,PT
C2909036,Twin-to-twin transfusion,HP:0031110,PT
C4531281,Bacterial cell casts,HP:0031204,PT
C4531276,Abnormal circulating hyaluronic acid concentration,HP:0031210,PT
C0021141,Inappropriate antidiuretic hormone secretion,HP:0031218,PT
C4531266,Focal pancreatic islet hyperplasia,HP:0031223,PT
C4531253,Extrafoveal choroidal neovascularization,HP:0031239,PT
C0240649,Palmar pruritus,HP:0031248,PT
C4531237,Abnormal CD69 upregulation upon TCR activation,HP:0031267,PT
C4531228,Malalignment of the great toenail,HP:0031282,PT
C0016382,Flushing,HP:0031284,PT
C4531219,Elevated left atrial pressure,HP:0031299,PT
C4531214,Iliac arterial calcification,HP:0031304,PT
C4227331,Cardiomyocyte hypertrophy,HP:0031319,PT
C4531187,Intranuclear cardiomyocyte mitochondria,HP:0031336,PT
C4531182,Jejunal arteriovenous malformation,HP:0031343,PT
C4531181,Pelvic arteriovenous malformation,HP:0031344,PT
C0021845,Intestinal perforation,HP:0031368,PT
C0341402,Rectal perforation,HP:0031371,PT
C4531163,Reduced T cell CD40 expression,HP:0031384,PT
C4531162,Megakaryocyte nucleus hypolobulation,HP:0031385,PT
C2717981,Poroma,HP:0031405,PT
C4531028,Abnormal nasal mucus secretion,HP:0031416,PT
C4531129,Increased circulating beta-C-terminal telopeptide level,HP:0031425,PT
C4531125,Decreased circulating osteocalcin level,HP:0031429,PT
C4479459,Oligoclonal T cell expansion,HP:0031430,PT
C4531124,Persistent repetition of words,HP:0031431,PT
C4531121,Monotonic speech,HP:0031435,PT
C4531120,Increased pitch variability of speech,HP:0031436,PT
C4531027,Abnormal sex hormone-binding globulin level,HP:0031438,PT
C4531117,Abnormal tricuspid valve annulus morphology,HP:0031441,PT
C4531103,Musculotendinous retraction,HP:0031462,PT
C4531100,Negative affectivity,HP:0031467,PT
C0020039,Hostility,HP:0031473,PT
C4531096,Abnormal mitral valve annulus morphology,HP:0031478,PT
C4531090,Vascular malformation of the lip,HP:0031486,PT
C4531087,Venous malformation of the lip,HP:0031489,PT
C3806403,Continuous spike and waves during slow sleep,HP:0031491,PT
C4227845,Oocyte arrest at metaphase I,HP:0031516,PT
C0346054,Verruciform xanthoma,HP:0031517,PT
